symbol,name,currency,exchange,country,type
TURA,Turbine Aviation,,,,
TURN,180 Degree Capital Corp,USD,NASDAQ,United States,Closed-end Fund
TURN,180 Degree Capital Corp.,USD,NASDAQ,United States of America,EQUITY
TURV,Two Rivers Water & Farming Company,USD,OTC,United States,Common Stock
TUSK,Mammoth Energy Services Inc,USD,NASDAQ,United States,Common Stock
TUXS,Tuxis Corp.,USD,OTC,United States,Common Stock
TUYA,Tuya Inc.,USD,NYSE,United States of America,EQUITY
TV,Grupo Televisa SAB,USD,NYSE,United States,Depositary Receipt
TVAC,Thayer Ventures Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
TVC,Tennessee Valley Authority,USD,NYSE,United States,Preferred Stock
TVE,Tennessee Valley Authority,USD,NYSE,United States,Preferred Stock
TVIX,VelocityShares Daily 2x VIX Short Term ETN,USD,NASDAQ,United States,Exchange-traded Note
TVOG,Turner Valley Oil & Gas,,,,
TVTV,WhereverTV Broadcasting Corp.,USD,OTC,United States,Common Stock
TVTX,Travere Therapeutics,,,,
TVTY,Tivity Health Inc,USD,NASDAQ,United States,Common Stock
TW,Tradeweb Markets Inc,USD,NASDAQ,United States,Common Stock
TWAC,TWA Corp.,USD,OTC,United States,Common Stock
TWCT,TWC Tech Holdings II Corp.,USD,NASDAQ,United States of America,EQUITY
TWCT,TWC Tech Holdings II Corp,USD,NASDAQ,United States of America,Common Stock
TWER,Towerstream Corp.,USD,OTC,United States,Common Stock
TWI,Titan International Inc,USD,NYSE,United States,Common Stock
TWIN,Twin Disc Inc,USD,NASDAQ,United States,Common Stock
TWIRF,Tree Island Steel Ltd.,USD,OTC,United States of America,EQUITY
TWLO,Twilio Inc,USD,NYSE,United States,Common Stock
TWLV,Twelve Seas Investment Company II,USD,NASDAQ,United States of America,EQUITY
TWMC,Trans World Entertainment Corp,USD,NASDAQ,United States,Common Stock
TWMIF,Tidewater Midstream and Infrastructure Ltd.,USD,OTC,United States of America,EQUITY
TWN,Taiwan Fund Inc-The,USD,NYSE,United States,Closed-end Fund
TWND,Tailwind Acquisition Corp,USD,NYSE,United States of America,Common Stock
TWNE,Towne Bancorp,,,,
TWNK,Hostess Brands,,,,
TWNK,Hostess Brands Inc,USD,NASDAQ,United States,Common Stock
TWO,Two Harbors Investment Corp,USD,NYSE,United States,Real Estate Investment Trust (REIT)
TWO-A,Two Harbors Investment Corp,USD,NYSE,United States,Preferred Stock
TWO-B,Two Harbors Investment Corp,USD,NYSE,United States,Preferred Stock
TWO-C,Two Harbors Investment Corp,USD,NYSE,United States,Preferred Stock
TWO-D,Two Harbors Investment Corp,USD,NYSE,United States,Preferred Stock
TWO-E,Two Harbors Investment Corp,USD,NYSE,United States,Preferred Stock
TWO.PR.A,Two Harbors Investment Corp.,USD,NYSE,United States of America,EQUITY
TWO.PR.B,Two Harbors Investment Corp.,USD,NYSE,United States of America,EQUITY
TWO.PR.D,Two Harbors Investment Corp.,USD,NYSE,United States of America,EQUITY
TWO.PR.E,Two Harbors Investment Corp.,USD,NYSE,United States of America,EQUITY
TWOS,TeleData World Services,,,,
TWOU,2U Inc,USD,NASDAQ,United States,Common Stock
TWSI,Tristar Wellness Solutions Inc.,USD,OTC,United States,Common Stock
TWST,Twist Bioscience Corp,USD,NASDAQ,United States,Common Stock
TWTR,Twitter Inc,USD,NYSE,United States,Common Stock
TX,Ternium SA,USD,NYSE,United States,Depositary Receipt
TXCCQ,TranSwitch Corp.,USD,OTC,United States,Common Stock
TXG,10X Genomics Inc,USD,NASDAQ,United States,Common Stock
TXGE,Texas Gulf Energy,,,,
TXHE,Texhoma Energy,,,,
TXHG,TX Holdings,,,,
TXMC,Tirex Corporation (THE),USD,OTC,United States,Common Stock
TXMD,TherapeuticsMD Inc,USD,NASDAQ,United States,Common Stock
TXN,Texas Instruments Inc,USD,NASDAQ,United States,Common Stock
TXRH,Texas Roadhouse Inc,USD,NASDAQ,United States,Common Stock
TXSO,Texas South Energy,,,,
TXSP,Taxus Pharmaceuticals Holdings Inc.,USD,OTC,United States,Common Stock
TXT,Textron Inc,USD,NYSE,United States,Common Stock
TY,Tri-Continental Corp,USD,NYSE,United States,Closed-end Fund
TY-,Tri-Continental Corp,USD,NYSE,United States,Preferred Stock
TYCB,Calvin B. Taylor Bankshares,,,,
TYFG,Tri County Financial Group Inc.,USD,OTC,United States,Common Stock
TYFG,Tri-County Financial Group,,,,
TYG,Tortoise Energy Infrastructure Corp,USD,NYSE,United States,Closed-end Fund
TYHT,Shineco Inc,USD,NASDAQ,United States,Common Stock
TYL,Tyler Technologies Inc,USD,NYSE,United States,Common Stock
TYME,Tyme Technologies Inc,USD,NASDAQ,United States,Common Stock
TYTN,Tytan Holdings Inc.,USD,OTC,United States,Common Stock
TZAC,Tenzing Acquisition Corp,USD,NASDAQ,United States,Common Stock
TZOO,Travelzoo,USD,NASDAQ,United States,Common Stock
TZPS,TZP Strategies Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
U,Unity Software Inc,USD,NYSE,United States of America,Common Stock
UA,Under Armour Inc,USD,NYSE,United States,Common Stock
UAA,Under Armour Inc,USD,NYSE,United States,Common Stock
UAG,ETRACS CMCI Agriculture Total Return ETN,USD,NYSE,United States,Exchange-traded Note
UAHC,United American Healthcare Corp.,USD,OTC,United States,Common Stock
UAL,United Airlines Holdings Inc,USD,NASDAQ,United States,Common Stock
UAMA,United American Corp.,USD,OTC,United States,Common Stock
UAMM,UA Multimedia,,,,
UAMY,US Antimony Corp,USD,NYSE,United States,Common Stock
UAN,CVR Partners LP,USD,NYSE,United States,Limited Partnership
UAPC,United American Petroleum Corp.,USD,OTC,United States,Common Stock
UATG,Umbra Applied Technologies Group,,,,
UAVS,AgEagle Aerial Systems Inc,USD,NYSE,United States,Common Stock
UBA,Urstadt Biddle Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UBAB,United Bancorporation of Alabama,,,,
UBAB,United Bancorporation of Alabama,,,,
UBCP,United Bancorp,,,,
UBCP,United Bancorp Inc-OH,USD,NASDAQ,United States,Common Stock
UBER,Uber Technologies Inc,USD,NYSE,United States,Common Stock
UBEX,United Bullion Exchange,,,,
UBFO,United Security Bancshares-Fresno CA,USD,NASDAQ,United States,Common Stock
UBIA,UBI Blockchain Internet,,,,
UBIDD,uBid Holdings,,,,
UBNC,Union Bank,USD,OTC,United States,Common Stock
UBNC,UB Bancorp,USD,OTC,United States of America,EQUITY
UBOH,United Bancshares,,,,
UBOH,United Bancshares Inc-OH,USD,NASDAQ,United States,Common Stock
UBP,Urstadt Biddle Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UBP-H,Urstadt Biddle Properties Inc,USD,NYSE,United States,Preferred Stock
UBP-K,Urstadt Biddle Properties Inc,USD,NYSE,United States,Preferred Stock
UBP.PR.H,Urstadt Biddle Properties Inc.,USD,NYSE,United States of America,EQUITY
UBQU,Ubiquitech Software Corp.,USD,OTC,United States,Common Stock
UBS,UBS Group AG,USD,NYSE,United States,Common Stock
UBSI,United Bankshares Inc-WV,USD,NASDAQ,United States,Common Stock
UBUH,UBU Holdings,,,,
UBX,UNITY Biotechnology Inc,USD,NASDAQ,United States,Common Stock
UBYH,UbuyHoldings,,,,
UCASU,UC Asset LP,USD,OTC,United States,Unit
UCBB,US-China Biomedical Technology,,,,
UCBI,United Community Banks Inc-GA,USD,NASDAQ,United States,Common Stock
UCI,ETRACS CMCI Total Return ETN,USD,NYSE,United States,Exchange-traded Note
UCL,uCloudlink Group Inc.,USD,NASDAQ,United States of America,EQUITY
UCL,Ucloudlink Group Inc,USD,NASDAQ,United States of America,American Depositary Receipt
UCLE,US Nuclear Corp.,USD,OTC,United States,Common Stock
UCPA,United Communications Partners Inc.,USD,OTC,United States,Common Stock
UCPLF,United Corporations Limited,USD,OTC,United States of America,EQUITY
UCSO,United Consortium Ltd.,USD,OTC,United States,Common Stock
UCTN,CTN Media Group,,,,
UCTT,Ultra Clean Holdings Inc,USD,NASDAQ,United States,Common Stock
UDFI,United Development Funding IV,USD,OTC,United States,Common Stock
UDHI,Union Dental Holdings,,,,
UDR,UDR Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UDSG,UDS Group,,,,
UE,Urban Edge Properties,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UEC,Uranium Energy Corp,USD,NYSE,United States,Common Stock
UEEC,United Health Products,,,,
UEIC,Universal Electronics Inc,USD,NASDAQ,United States,Common Stock
UELMO,Union Electric Co.,USD,OTC,United States,Preferred Stock
UEPCP,Union Electric Co.,USD,OTC,United States,Preferred Stock
UEPEN,Union Electric Co.,USD,OTC,United States,Preferred Stock
UEPEO,Union Electric Co.,USD,OTC,United States,Preferred Stock
UEPS,Net 1 UEPS Technologies Inc,USD,NASDAQ,United States,Common Stock
UFAB,Unique Fabricating Inc,USD,NYSE,United States,Common Stock
UFCS,United Fire Group Inc,USD,NASDAQ,United States,Common Stock
UFI,Unifi Inc,USD,NYSE,United States,Common Stock
UFMG,Universal Manufacturing Co.,USD,OTC,United States,Common Stock
UFPI,Universal Forest Products Inc,USD,NASDAQ,United States,Common Stock
UFPT,UFP Technologies Inc,USD,NASDAQ,United States,Common Stock
UFPT,UFP Technologies,,,,
UFS,Domtar Corp,USD,NYSE,United States,Common Stock
UG,United-Guardian,,,,
UG,United-Guardian Inc,USD,NASDAQ,United States,Common Stock
UGAZ,VelocityShares 3x Long Natural Gas ETN,USD,NYSE,United States,Exchange-traded Note
UGEIF,UGE International Ltd.,USD,OTC,United States of America,EQUITY
UGGYF,Underground Energy Corp.,USD,OTC,United States,Common Stock
UGHL,Union Bridge Holdings Limited,USD,OTC,United States of America,EQUITY
UGI,UGI Corp,USD,NYSE,United States,Common Stock
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold Index,USD,NASDAQ,United States,Exchange-traded Note
UGP,Ultrapar Participacoes SA,USD,NYSE,United States,Depositary Receipt
UGRO,urban-gro,,,,
UHAL,AMERCO,USD,NASDAQ,United States,Common Stock
UHID,Universal Health Services,,,,
UHOIF,Ushio Inc.,USD,OTC,United States of America,EQUITY
UHS,Universal Health Services Inc,USD,NYSE,United States,Common Stock
UHT,Universal Health Realty Income Trust,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UI,Ubiquiti Inc,USD,NYSE,United States,Common Stock
UIHC,United Insurance Holdings Corp,USD,NASDAQ,United States,Common Stock
UIHC,United Insurance Holdings Corp.,USD,NASDAQ,United States of America,EQUITY
UIS,Unisys Corp,USD,NYSE,United States,Common Stock
UITA,Utilicraft Aerospace Industries,,,,
UK,Ucommune International Ltd,USD,NASDAQ,United States of America,EQUITY
UL,Unilever PLC,USD,NYSE,United States,Depositary Receipt
ULBI,Ultralife Corp,USD,NASDAQ,United States,Common Stock
ULBI,Ultralife Corporation,USD,NASDAQ,United States of America,EQUITY
ULCC,Frontier Group Holdings,,,,
ULFS,Ultimate Franchise Systems,,,,
ULGX,Urologix,,,,
ULH,Universal Logistics Holdings Inc,USD,NASDAQ,United States,Common Stock
ULNV,Porter Holding International,,,,
ULTA,Ulta Beauty Inc,USD,NASDAQ,United States,Common Stock
ULTHF,United Lithium Corp.,USD,OTC,United States of America,EQUITY
ULUR,ULURU Inc.,USD,OTC,United States,Common Stock
UMAM,Umami Sustainable Seafood Inc.,USD,OTC,United States,Common Stock
UMAM,Umami Sustainable Seafood Inc.,USD,OTC,United States of America,EQUITY
UMAX,Umax Group Corp,USD,OTC,United States,Common Stock
UMBF,UMB Financial Corp,USD,NASDAQ,United States,Common Stock
UMC,United Microelectronics Corp,USD,NYSE,United States,Depositary Receipt
UMCN,UMC,,,,
UMFG,UMF Group Inc.,USD,OTC,United States,Common Stock
UMGP,Universal Media Group,,,,
UMH,UMH Properties Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
UMH-B,UMH Properties Inc,USD,NYSE,United States,Preferred Stock
UMH-C,UMH Properties Inc,USD,NYSE,United States,Preferred Stock
UMH-D,UMH Properties Inc,USD,NYSE,United States,Preferred Stock
UMH.PR.C,UMH Properties,,,,
UMH.PR.D,UMH Properties,,,,
UMLS,Ultimate Lifestyle Corp,USD,OTC,United States,Common Stock
UMPQ,Umpqua Holdings Corp,USD,NASDAQ,United States,Common Stock
UMTAF,Genertec Universal Medical Group Company Limited,USD,OTC,United States of America,EQUITY
UMYC,Universal Money Centers,,,,
UN,Unilever NV,USD,NYSE,United States,Depositary Receipt
UNAM,Unico American Corp,USD,NASDAQ,United States,Common Stock
UNB,Union Bankshares Inc-Morrisville VT,USD,NASDAQ,United States,Common Stock
UNB,Union Bankshares,,,,
UNBLF,Unibail-Rodamco-Westfield SE,USD,OTC,United States of America,EQUITY
UNCP,Unit Corporation,USD,OTC,United States of America,EQUITY
UNDR,UnderSea Recovery Corporation,USD,OTC,United States,Common Stock
UNDT,Universal Detection Technology,USD,OTC,United States of America,EQUITY
UNDT,Universal Detection Technology,USD,OTC,United States,Common Stock
UNF,UniFirst Corp-MA,USD,NYSE,United States,Common Stock
UNFI,United Natural Foods Inc,USD,NYSE,United States,Common Stock
UNGS,Sylios Corp.,USD,OTC,United States,Common Stock
UNH,UnitedHealth Group Inc,USD,NYSE,United States,Common Stock
UNIB,University Bancorp,,,,
UNIEF,Uni-Select Inc.,USD,OTC,United States of America,EQUITY
UNIF,U & I Financial Corp.,USD,OTC,United States of America,EQUITY
UNIF,U & I Financial Corp,USD,OTC,United States,Common Stock
UNIR,Uniroyal Global Engineered Products,,,,
UNIT,Uniti Group Inc,USD,NASDAQ,United States,Real Estate Investment Trust (REIT)
UNIV,Universal Infotainment Systems Corp.,USD,OTC,United States,Common Stock
UNLA,Unilava Corp,USD,OTC,United States,Common Stock
UNM,Unum Group,USD,NYSE,United States,Common Stock
UNMK,Tritent International Agriculture,,,,
UNP,Union Pacific Corp,USD,NYSE,United States,Common Stock
UNRG,United Energy Corp.,USD,OTC,United States,Common Stock
UNSS,Universal Solar Technology,,,,
UNT,Unit Corp,USD,NYSE,United States,Common Stock
UNTN,United Tennessee Bankshares,,,,
UNTY,Unity Bancorp Inc,USD,NASDAQ,United States,Common Stock
UNTY,Unity Bancorp,,,,
UNVC,UNIVEC,,,,
UNVR,Univar Inc,USD,NYSE,United States,Common Stock
UNXLQ,Uni-Pixel,,,,
UOLGF,UOL Group Limited,USD,OTC,United States of America,EQUITY
UOLGY,UOL Group Limited,USD,OTC,United States of America,EQUITY
UONE,Urban One,,,,
UONE,Urban One Inc,USD,NASDAQ,United States,Common Stock
UONEK,Urban One,,,,
UONEK,Urban One Inc,USD,NASDAQ,United States,Common Stock
UPC,Universe Pharmaceuticals INC,USD,NASDAQ,United States of America,EQUITY
UPCO,Universal Potash Corp.,USD,OTC,United States,Common Stock
UPDC,UPD Holding Corp. ,USD,OTC,United States,Common Stock
UPIN,Universal Power Industry Corporation,USD,OTC,United States,Common Stock
UPLC,Ultra Petroleum Corp.,USD,OTC,United States,Common Stock
UPLD,Upland Software,,,,
UPLD,Upland Software Inc,USD,NASDAQ,United States,Common Stock
UPOW,UAN Power Corp.,USD,OTC,United States,Common Stock
UPPR,Upper Street Marketing,,,,
UPS,United Parcel Service Inc,USD,NYSE,United States,Common Stock
UPST,Upstart Holdings,,,,
UPWK,Upwork Inc,USD,NASDAQ,United States,Common Stock
UPWT,Ultra Pure Water Technologies,,,,
UPZS,Unique Foods Corporation,USD,OTC,United States,Common Stock
URAGF,HPQ-Silicon Resources Inc.,USD,OTC,United States of America,EQUITY
URAL,United Rail,,,,
URBN,Urban Outfitters Inc,USD,NASDAQ,United States,Common Stock
URBT,Urban Television Network Corp.,USD,OTC,United States,Common Stock
URG,Ur-Energy Inc,USD,NYSE,United States,Common Stock
URGN,UroGen Pharma Ltd,USD,NASDAQ,United States,Common Stock
URGN,UroGen Pharma Ltd.,USD,NASDAQ,United States of America,EQUITY
URHG,United Resource Holdings Group,,,,
URI,United Rentals Inc,USD,NYSE,United States,Common Stock
URNXF,Magnis Energy Technologies Limited,USD,OTC,United States of America,EQUITY
UROV,Urovant Sciences Ltd,USD,NASDAQ,United States,Common Stock
UROY,Uranium Royalty Corp.,USD,NASDAQ,United States of America,EQUITY
USA,Liberty All Star Equity Fund,USD,NYSE,United States,Closed-end Fund
USAC,USA Compression Partners LP,USD,NYSE,United States,Limited Partnership
USAE,U.S. Aerospace,,,,
USAK,USA Truck Inc,USD,NASDAQ,United States,Common Stock
USAM,U.S. Automotive Manufacturing,,,,
USAP,Universal Stainless & Alloy Products Inc,USD,NASDAQ,United States,Common Stock
USAS,Americas Silver Corp,USD,NYSE,United States,Common Stock
USAT,USA Technologies Inc,USD,NASDAQ,United States,Common Stock
USAT,USA Technologies,,,,
USAT,USA Technologies,,,,
USATP,USA Technologies Inc,USD,NASDAQ,United States,Preferred Stock
USATP,USA Technologies,,,,
USAU,Lyxor MSCI USA UCITS ETF,USD,NASDAQ,United States,Common Stock
USAU,U.S. Gold Corp.,USD,NASDAQ,United States of America,EQUITY
USB,US Bancorp,USD,NYSE,United States,Common Stock
USB-A,US Bancorp,USD,NYSE,United States,Preferred Stock
USBC,US BioTec,,,,
USB-H,US Bancorp,USD,NYSE,United States,Preferred Stock
USBK,USA Bank (NY),USD,OTC,United States,Common Stock
USB-M,US Bancorp,USD,NYSE,United States,Preferred Stock
USB-O,US Bancorp,USD,NYSE,United States,Preferred Stock
USB-P,US Bancorp,USD,NYSE,United States,Preferred Stock
USB.PR.H,U.S. Bancorp,USD,NYSE,United States of America,EQUITY
USB.PR.M,U.S. Bancorp,USD,NYSE,United States of America,EQUITY
USB.PR.O,U.S. Bancorp,USD,NYSE,United States of America,EQUITY
USB.PR.P,U.S. Bancorp,USD,NYSE,United States of America,EQUITY
USCR,US Concrete Inc,USD,NASDAQ,United States,Common Stock
USCR,US Concrete Inc,USD,NASDAQ,United States,Common Stock
USCS,USCorp.,USD,OTC,United States,Common Stock
USCZF,United Silver Corp.,USD,OTC,United States,Common Stock
USDC,USDATA Corp.,USD,OTC,United States,Common Stock
USDF,US-Dadi Fertilizer Ind International Inc.,USD,OTC,United States,Common Stock
USDP,USD Partners LP,USD,NYSE,United States,Limited Partnership
USEG,US Energy Corp Wyoming,USD,NASDAQ,United States,Common Stock
USEI,US Energy Initiatives Corporation,,,,
USFD,US Foods Holding Corp,USD,NYSE,United States,Common Stock
USGA,US Global Nanospace,,,,
USIO,Usio Inc,USD,NASDAQ,United States,Common Stock
USIO,Usio,,,,
USLG,US Lighting Group,,,,
USLM,United States Lime & Minerals Inc,USD,NASDAQ,United States,Common Stock
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silver Index,USD,NASDAQ,United States,Exchange-traded Note
USM,United States Cellular Corp,USD,NYSE,United States,Common Stock
USMJ,North American Cannabis Holdings,,,,
USMT,US METRO BANCORP,USD,OTC,United States,Common Stock
USNA,USANA Health Sciences Inc,USD,NYSE,United States,Common Stock
USNL,U.S. National Telecom,,,,
USNU,U.S. Neurosurgical Holdings,,,,
USOI,X-Links Crude Oil Shares Covered Call ETN,USD,NASDAQ,United States,Exchange-traded Note
USPH,US Physical Therapy Inc,USD,NYSE,United States,Common Stock
USPS,Ultimate Sports Inc.,USD,OTC,United States,Common Stock
USRC,Unisource Corp.,USD,OTC,United States,Common Stock
USRI,USA Recycling Industries,,,,
USRM,U.S. Stem Cell,,,,
USV,ETRACS CMCI Silver Total Return ETN,USD,NYSE,United States,Exchange-traded Note
USWF,U.S. Wind Farming,,,,
USWS,U.S. Well Services,,,,
USWS,US Well Services Inc,USD,NASDAQ,United States,Common Stock
USX,US Xpress Enterprises Inc,USD,NYSE,United States,Common Stock
UTDE,United E & P,,,,
UTF,Cohen & Steers Infrastructure Fund Inc,USD,NYSE,United States,Closed-end Fund
UTG,Reaves Utility Income Fund,USD,NYSE,United States,Closed-end Fund
UTG,Reaves Utility Income Fund,USD,NYSE,United States of America,EQUITY
UTGN,UTG,,,,
UTHR,United Therapeutics Corp,USD,NASDAQ,United States,Common Stock
UTI,Universal Technical Institute Inc,USD,NYSE,United States,Common Stock
UTL,Unitil Corp,USD,NYSE,United States,Common Stock
UTMD,Utah Medical Products Inc,USD,NASDAQ,United States,Common Stock
UTME,United Time Technology Co.,,,,
UTRK,Universal Tracking Solutions,,,,
UTRX,Unitronix Corp.,USD,OTC,United States,Common Stock
UTSI,UTStarcom Holdings Corp,USD,NASDAQ,United States,Common Stock
UTZ,Utz Brands,,,,
UURAD,Ucore Rare Metals Inc.,USD,OTC,United States of America,EQUITY
UURAF,Ucore Rare Metals Inc.,USD,OTC,United States of America,EQUITY
UUU,Universal Security Instruments Inc,USD,NYSE,United States,Common Stock
UUUU,Energy Fuels Inc-Canada,USD,NYSE,United States,Common Stock
UVCL,UniverCell Holdings,,,,
UVE,Universal Insurance Holdings Inc,USD,NYSE,United States,Common Stock
UVFT,UV Flu Technologies,,,,
UVSE,Universal Energy Corp.,USD,OTC,United States,Common Stock
UVSP,Univest Financial Corp,USD,NASDAQ,United States,Common Stock
UVSS,Universal Systems,,,,
UVV,Universal Corp-VA,USD,NYSE,United States,Common Stock
UWKI,uWink,,,,
UWMC,UWM Holdings Corporation Class,USD,NYSE,United States of America,EQUITY
UWRL,US Wireless Online,,,,
UXIN,Uxin Ltd,USD,NASDAQ,United States,Depositary Receipt
UZA,United States Cellular Corp,USD,NYSE,United States,Preferred Stock
UZC,United States Cellular Corp,USD,NYSE,United States,Preferred Stock
V,Visa Inc,USD,NYSE,United States,Common Stock
VABB,Virginia Bank Bancshares,USD,OTC,United States,Common Stock
VABK,Virginia National Bankshares Corporation,USD,OTC,United States,Common Stock
VABK,Virginia National Bankshares Corporation,USD,OTC,United States of America,EQUITY
VAC,Marriott Vacations Worldwide Corp,USD,NYSE,United States,Common Stock
VACC,Vaccitech plc,USD,NASDAQ,United States of America,EQUITY
VACQ,Vector Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
VACQ,Vector Acquisition Corp,USD,NASDAQ,United States of America,Common Stock
VAL,Valaris plc,USD,NYSE,United States,Common Stock
VALE,Vale SA,USD,NYSE,United States,Depositary Receipt
VALPQ,Valaris plc,USD,OTC,United States of America,EQUITY
VALU,Value Line Inc,USD,NASDAQ,United States,Common Stock
VALU,Value Line,,,,
VAM,Vivaldi Opportunities Fund,USD,NYSE,United States,Closed-end Fund
VAPE,Vape Holdings,,,,
VAPO,Vapotherm Inc,USD,NYSE,United States,Common Stock
VAPR,VaporBrands International,,,,
VAQC,Vector Acquisition Corporation II,USD,NASDAQ,United States of America,EQUITY
VAQTF,va-Q-tec AG,USD,OTC,United States of America,EQUITY
VAR,Varian Medical Systems Inc,USD,NYSE,United States,Common Stock
VASO,Vaso Corporation,USD,OTC,United States,Common Stock
VATE,Elev8 Brands,,,,
VBBV,Vibe Ventures Inc,USD,OTC,United States,Common Stock
VBF,Invesco Bond Fund,USD,NYSE,United States,Closed-end Fund
VBFC,Village Bank and Trust Financial Corp,USD,NASDAQ,United States of America,Common Stock
VBFC,Village Bank and Trust Financial Corp.,USD,NASDAQ,United States of America,EQUITY
VBHI,Verde Bio Holdings,,,,
VBIO,Vitality Biopharma,,,,
VBIV,VBI Vaccines Inc,USD,NASDAQ,United States,Common Stock
VBIV,VBI Vaccines Inc.,USD,NASDAQ,United States of America,EQUITY
VBIZF,Viva Biotech Holdings,USD,OTC,United States of America,EQUITY
VBLT,Vascular Biogenics Ltd.,USD,NASDAQ,United States of America,EQUITY
VBLT,Vascular Biogenics Ltd,USD,NASDAQ,United States,Common Stock
VBTC,VuBotics,,,,
VBTX,Veritex Holdings Inc,USD,NASDAQ,United States,Common Stock
VBTX,Veritex Holdings,,,,
VBVT,Viabuilt Ventures Inc.,USD,OTC,United States,Common Stock
VC,Visteon Corp,USD,NASDAQ,United States,Common Stock
VCBB,Ventura County Business Bank (Oxnard,,,,
VCBD,Vitalibis,,,,
VCEL,Vericel Corp,USD,NASDAQ,United States,Common Stock
VCEL,Vericel Corporation,USD,NASDAQ,United States of America,EQUITY
VCEX,Vaccex Inc,USD,OTC,United States,Common Stock
VCF,Delaware Investments Colorado Municipal Income Fund Inc,USD,NYSE,United States,Closed-end Fund
VCF,Delaware Investments Colorado Municipal Income Fund,,,,
VCIF,Vertical Capital Income Fund,USD,NYSE,United States,Closed-end Fund
VCKA,Vickers Vantage Corp. I,USD,NASDAQ,United States of America,EQUITY
VCLD,Verecloud Inc.,USD,OTC,United States,Common Stock
VCMP,VCampus Corp.,USD,OTC,United States,Common Stock
VCNX,Vaccinex Inc,USD,NASDAQ,United States,Common Stock
VCNX,Vaccinex Inc,USD,NASDAQ,United States,Common Stock
VCNX,Vaccinex,,,,
VCON,Vicon Industries,,,,
VCPS,VinCompass Corp.,USD,OTC,United States,Common Stock
VCRA,Vocera Communications Inc,USD,NYSE,United States,Common Stock
VCST,ViewCast.com,,,,
VCSY,Vertical Computer Systems,,,,
VCTL,Rainmaker Systems,,,,
VCTR,Victory Capital Holdings Inc,USD,NASDAQ,United States,Common Stock
VCTY,Videolocity International,,,,
VCV,Invesco California Value Municipal Income Trust,USD,NYSE,United States,Closed-end Fund
VCVC,10X Capital Venture Acquisition Corp,USD,NASDAQ,United States of America,EQUITY
VCYT,Veracyte Inc,USD,NASDAQ,United States,Common Stock
VCYT,Veracyte,,,,
VDKB,Vodka Brands Corp,USD,OTC,United States,Common Stock
VDPH,VDO-PH International,,,,
VDRM,ViaDerma,,,,
VEC,Vectrus Inc,USD,NYSE,United States,Common Stock
VECO,Veeco Instruments Inc,USD,NASDAQ,United States,Common Stock
VECT,VectivBio Holding AG,USD,NASDAQ,United States of America,EQUITY
VEDL,Vedanta Ltd,USD,NYSE,United States,Depositary Receipt
VEEV,Veeva Systems Inc,USD,NYSE,United States,Common Stock
VEGL,Vegalab,,,,
VEI,Vine Energy Inc.,USD,NYSE,United States of America,EQUITY
VEL,Velocity Financial Inc,USD,NYSE,United States,Common Stock
VELO,Velocity Acquisition Corp.,USD,NASDAQ,United States of America,EQUITY
VELXF,Canadian Overseas Petroleum Limited,USD,OTC,United States of America,EQUITY
VENA,Venus Acquisition Corporation,USD,NASDAQ,United States of America,EQUITY
VEND,Generation Next Franchise Brands Inc,USD,OTC,United States,Common Stock
VEON,VEON Ltd,USD,NASDAQ,United States,Depositary Receipt
VER,VEREIT Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
VERA,Vera Therapeutics,,,,
VERB,Verb Technology Co Inc,USD,NASDAQ,United States,Common Stock
VERB,Verb Technology Company,,,,
VER-F,VEREIT Inc,USD,NYSE,United States,Preferred Stock
VERI,Veritone Inc,USD,NASDAQ,United States,Common Stock
VERI,Veritone,,,,
VERO,Venus Concept Inc,USD,NASDAQ,United States,Common Stock
VERO,Venus Concept Inc.,USD,NASDAQ,United States of America,EQUITY
VER.PR.F,VEREIT,,,,
VERT.UN,Vertiv Holdings LLC,USD,NYSE,United States,Unit
VERU,Veru Inc.,USD,NASDAQ,United States of America,EQUITY
VERU,Veru Inc,USD,NASDAQ,United States,Common Stock
VERV,Verve Therapeutics,,,,
VERX,Vertex Inc,USD,NASDAQ,United States of America,Common Stock
VERY,Vericity Inc,USD,NASDAQ,United States,Common Stock
VERY,Vericity,,,,
VEST,Vestiage,,,,
VET,Vermilion Energy Inc,USD,NYSE,United States,Common Stock
VFC,VF Corp,USD,NYSE,United States,Common Stock
VFF,Village Farms International,,,,
VFF,Village Farms International Inc,USD,NASDAQ,United States,Common Stock
VFL,Delaware Investments National Municipal Income Fund,USD,NYSE,United States,Closed-end Fund
VFL,Delaware Investments National Municipal Income Fund,USD,NYSE,United States of America,EQUITY
VFRM,Veritas Farms Inc.,USD,OTC,United States,Common Stock
